Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Geno Smith (11250163),Geno Smith,11250163,QB,5000,LAC@BUF 09/16/2018 01:00PM ET,LAC,0
RB,Aaron Jones (11250565),Aaron Jones,11250565,RB/FLEX,5000,MIN@GB 09/16/2018 01:00PM ET,GB,0
WR,Pierre Garcon (11250011),Pierre Garcon,11250011,WR/FLEX,5000,DET@SF 09/16/2018 04:05PM ET,SF,4.1
WR,Jordy Nelson (11249905),Jordy Nelson,11249905,WR/FLEX,5000,OAK@DEN 09/16/2018 04:25PM ET,OAK,5.3
WR,Jamison Crowder (11250300),Jamison Crowder,11250300,WR/FLEX,4900,IND@WAS 09/16/2018 01:00PM ET,WAS,6.2
WR,DeSean Jackson (11249947),DeSean Jackson,11249947,WR/FLEX,4900,PHI@TB 09/16/2018 01:00PM ET,TB,34.6
RB,Carlos Hyde (11250182),Carlos Hyde,11250182,RB/FLEX,4900,CLE@NO 09/16/2018 01:00PM ET,CLE,13.5
QB,Teddy Bridgewater (11250279),Teddy Bridgewater,11250279,QB,4900,CLE@NO 09/16/2018 01:00PM ET,NO,0
WR,Keelan Cole (11250646),Keelan Cole,11250646,WR/FLEX,4900,NE@JAX 09/16/2018 04:25PM ET,JAX,8.4
QB,Josh McCown (11249886),Josh McCown,11249886,QB,4800,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,0
TE,Jimmy Graham (11249935),Jimmy Graham,11249935,TE/FLEX,4800,MIN@GB 09/16/2018 01:00PM ET,GB,2.8
WR,Ted Ginn Jr. (11249921),Ted Ginn Jr.,11249921,WR/FLEX,4800,CLE@NO 09/16/2018 01:00PM ET,NO,20.3
WR,Marquise Goodwin (11250137),Marquise Goodwin,11250137,WR/FLEX,4800,DET@SF 09/16/2018 04:05PM ET,SF,0
WR,Kenny Golladay (11250492),Kenny Golladay,11250492,WR/FLEX,4800,DET@SF 09/16/2018 04:05PM ET,DET,21.4
RB,Matt Breida (11250619),Matt Breida,11250619,RB/FLEX,4800,DET@SF 09/16/2018 04:05PM ET,SF,6.1
QB,Sam Bradford (11249967),Sam Bradford,11249967,QB,4800,ARI@LAR 09/16/2018 04:05PM ET,ARI,4.82
WR,Tyler Lockett (11250327),Tyler Lockett,11250327,WR/FLEX,4800,SEA@CHI 09/17/2018 08:15PM ET,SEA,14.9
RB,Tarik Cohen (11250636),Tarik Cohen,11250636,RB/FLEX,4800,SEA@CHI 09/17/2018 08:15PM ET,CHI,7.1
WR,Devin Funchess (11250482),Devin Funchess,11250482,WR/FLEX,4700,CAR@ATL 09/16/2018 01:00PM ET,CAR,7.1
QB,Blaine Gabbert (11250065),Blaine Gabbert,11250065,QB,4700,HOU@TEN 09/16/2018 01:00PM ET,TEN,3.68
RB,Darren Sproles (11249891),Darren Sproles,11249891,RB/FLEX,4700,PHI@TB 09/16/2018 01:00PM ET,PHI,7.2
QB,Mason Rudolph (11250686),Mason Rudolph,11250686,QB,4700,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Quincy Enunwa (11250168),Quincy Enunwa,11250168,WR/FLEX,4700,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,18.3
WR,Sterling Shepard (11250437),Sterling Shepard,11250437,WR/FLEX,4700,NYG@DAL 09/16/2018 08:20PM ET,NYG,9.8
QB,Brandon Weeden (11250001),Brandon Weeden,11250001,QB,4600,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
WR,Chris Godwin (11250718),Chris Godwin,11250718,WR/FLEX,4600,PHI@TB 09/16/2018 01:00PM ET,TB,13.1
WR,Sammy Watkins (11250306),Sammy Watkins,11250306,WR/FLEX,4600,KC@PIT 09/16/2018 01:00PM ET,KC,5.1
WR,Danny Amendola (11249923),Danny Amendola,11249923,WR/FLEX,4600,MIA@NYJ 09/16/2018 01:00PM ET,MIA,6.6
RB,Isaiah Crowell (11250355),Isaiah Crowell,11250355,RB/FLEX,4600,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,25.2
WR,Kelvin Benjamin (11250335),Kelvin Benjamin,11250335,WR/FLEX,4600,LAC@BUF 09/16/2018 01:00PM ET,BUF,2
QB,Josh Allen (11250774),Josh Allen,11250774,QB,4600,LAC@BUF 09/16/2018 01:00PM ET,BUF,5.56
WR,Randall Cobb (11250083),Randall Cobb,11250083,WR/FLEX,4600,MIN@GB 09/16/2018 01:00PM ET,GB,32.2
RB,Latavius Murray (11250088),Latavius Murray,11250088,RB/FLEX,4600,MIN@GB 09/16/2018 01:00PM ET,MIN,4.2
QB,Trevor Siemian (11250186),Trevor Siemian,11250186,QB,4600,MIN@GB 09/16/2018 01:00PM ET,MIN,0
QB,Baker Mayfield (11250599),Baker Mayfield,11250599,QB,4600,CLE@NO 09/16/2018 01:00PM ET,CLE,0
QB,Matt Cassel (11249887),Matt Cassel,11249887,QB,4600,DET@SF 09/16/2018 04:05PM ET,DET,-0.54
QB,AJ McCarron (11250143),AJ McCarron,11250143,QB,4600,OAK@DEN 09/16/2018 04:25PM ET,OAK,0
TE,Evan Engram (11250606),Evan Engram,11250606,TE/FLEX,4600,NYG@DAL 09/16/2018 08:20PM ET,NYG,3.8
QB,Colt McCoy (11249953),Colt McCoy,11249953,QB,4500,IND@WAS 09/16/2018 01:00PM ET,WAS,0
RB,Marlon Mack (11250756),Marlon Mack,11250756,RB/FLEX,4500,IND@WAS 09/16/2018 01:00PM ET,IND,0
TE,Delanie Walker (11249903),Delanie Walker,11249903,TE/FLEX,4500,HOU@TEN 09/16/2018 01:00PM ET,TEN,9.2
QB,Ryan Griffin (11250087),Ryan Griffin,11250087,QB,4500,PHI@TB 09/16/2018 01:00PM ET,TB,0
QB,Chad Henne (11249926),Chad Henne,11249926,QB,4500,KC@PIT 09/16/2018 01:00PM ET,KC,0
QB,Brock Osweiler (11250111),Brock Osweiler,11250111,QB,4500,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
WR,DeVante Parker (11250308),DeVante Parker,11250308,WR/FLEX,4500,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
QB,DeShone Kizer (11250753),DeShone Kizer,11250753,QB,4500,MIN@GB 09/16/2018 01:00PM ET,GB,0.2
RB,LeGarrette Blount (11250042),LeGarrette Blount,11250042,RB/FLEX,4500,DET@SF 09/16/2018 04:05PM ET,DET,-0.3
RB,Chase Edmonds (11250708),Chase Edmonds,11250708,RB/FLEX,4500,ARI@LAR 09/16/2018 04:05PM ET,ARI,8.8
QB,Josh Rosen (11250775),Josh Rosen,11250775,QB,4500,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
RB,John Kelly (11250780),John Kelly,11250780,RB/FLEX,4500,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
QB,Brian Hoyer (11249925),Brian Hoyer,11249925,QB,4500,NE@JAX 09/16/2018 04:25PM ET,NE,0
RB,James White (11250218),James White,11250218,RB/FLEX,4500,NE@JAX 09/16/2018 04:25PM ET,NE,15.6
WR,Phillip Dorsett (11250292),Phillip Dorsett,11250292,WR/FLEX,4500,NE@JAX 09/16/2018 04:25PM ET,NE,19.6
WR,Dede Westbrook (11250770),Dede Westbrook,11250770,WR/FLEX,4500,NE@JAX 09/16/2018 04:25PM ET,JAX,10.1
QB,Chase Daniel (11249944),Chase Daniel,11249944,QB,4500,SEA@CHI 09/17/2018 08:15PM ET,CHI,0
RB,Jordan Wilkins (11250608),Jordan Wilkins,11250608,RB/FLEX,4400,IND@WAS 09/16/2018 01:00PM ET,IND,9.1
WR,Tyrell Williams (11250399),Tyrell Williams,11250399,WR/FLEX,4400,LAC@BUF 09/16/2018 01:00PM ET,LAC,8.8
RB,Austin Ekeler (11250644),Austin Ekeler,11250644,RB/FLEX,4400,LAC@BUF 09/16/2018 01:00PM ET,LAC,23.6
QB,C.J. Beathard (11250446),C.J. Beathard,11250446,QB,4400,DET@SF 09/16/2018 04:05PM ET,SF,0
QB,Sean Mannion (11250238),Sean Mannion,11250238,QB,4400,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
RB,Rex Burkhead (11250116),Rex Burkhead,11250116,RB/FLEX,4400,NE@JAX 09/16/2018 04:25PM ET,NE,7.9
QB,Kevin Hogan (11250294),Kevin Hogan,11250294,QB,4400,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
QB,Chad Kelly (11250414),Chad Kelly,11250414,QB,4400,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
RB,Phillip Lindsay (11250595),Phillip Lindsay,11250595,RB/FLEX,4400,OAK@DEN 09/16/2018 04:25PM ET,DEN,18.2
WR,Ryan Grant (11250112),Ryan Grant,11250112,WR/FLEX,4300,IND@WAS 09/16/2018 01:00PM ET,IND,13.9
QB,Nathan Peterman (11250405),Nathan Peterman,11250405,QB,4300,LAC@BUF 09/16/2018 01:00PM ET,BUF,-0.94
RB,Corey Grant (11250224),Corey Grant,11250224,RB/FLEX,4300,NE@JAX 09/16/2018 04:25PM ET,JAX,0.3
RB,Royce Freeman (11250726),Royce Freeman,11250726,RB/FLEX,4300,OAK@DEN 09/16/2018 04:25PM ET,DEN,7.1
QB,Cooper Rush (11250464),Cooper Rush,11250464,QB,4300,NYG@DAL 09/16/2018 08:20PM ET,DAL,0
WR,Brandon Marshall (11249893),Brandon Marshall,11249893,WR/FLEX,4300,SEA@CHI 09/17/2018 08:15PM ET,SEA,13.6
QB,Brett Hundley (11250270),Brett Hundley,11250270,QB,4300,SEA@CHI 09/17/2018 08:15PM ET,SEA,0
WR,Paul Richardson Jr. (11250249),Paul Richardson Jr.,11250249,WR/FLEX,4200,IND@WAS 09/16/2018 01:00PM ET,WAS,6.2
WR,Rishard Matthews (11250232),Rishard Matthews,11250232,WR/FLEX,4200,HOU@TEN 09/16/2018 01:00PM ET,TEN,0
RB,Chris Ivory (11249976),Chris Ivory,11249976,RB/FLEX,4200,LAC@BUF 09/16/2018 01:00PM ET,BUF,0.3
TE,Kyle Rudolph (11250092),Kyle Rudolph,11250092,TE/FLEX,4200,MIN@GB 09/16/2018 01:00PM ET,MIN,8.1
RB,Duke Johnson Jr. (11250444),Duke Johnson Jr.,11250444,RB/FLEX,4200,CLE@NO 09/16/2018 01:00PM ET,CLE,3.5
RB,Kerryon Johnson (11250787),Kerryon Johnson,11250787,RB/FLEX,4200,DET@SF 09/16/2018 04:05PM ET,DET,6.7
WR,Cole Beasley (11250056),Cole Beasley,11250056,WR/FLEX,4200,NYG@DAL 09/16/2018 08:20PM ET,DAL,14.3
RB,Rashaad Penny (11250754),Rashaad Penny,11250754,RB/FLEX,4200,SEA@CHI 09/17/2018 08:15PM ET,SEA,8.3
RB,Nyheim Hines (11250785),Nyheim Hines,11250785,RB/FLEX,4100,IND@WAS 09/16/2018 01:00PM ET,IND,12.2
RB,Spencer Ware (11250166),Spencer Ware,11250166,RB/FLEX,4100,KC@PIT 09/16/2018 01:00PM ET,KC,5
WR,Cameron Meredith (11250260),Cameron Meredith,11250260,WR/FLEX,4100,CLE@NO 09/16/2018 01:00PM ET,NO,0
QB,Mike Glennon (11250074),Mike Glennon,11250074,QB,4100,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
RB,Sony Michel (11250680),Sony Michel,11250680,RB/FLEX,4100,NE@JAX 09/16/2018 04:25PM ET,NE,0
TE,Trey Burton (11250172),Trey Burton,11250172,TE/FLEX,4100,SEA@CHI 09/17/2018 08:15PM ET,CHI,2.5
RB,Chris Carson (11250789),Chris Carson,11250789,RB/FLEX,4100,SEA@CHI 09/17/2018 08:15PM ET,SEA,9.9
QB,Matt Schaub (11249920),Matt Schaub,11249920,QB,4000,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
WR,Mohamed Sanu (11250102),Mohamed Sanu,11250102,WR/FLEX,4000,CAR@ATL 09/16/2018 01:00PM ET,ATL,5.8
QB,Taylor Heinicke (11250299),Taylor Heinicke,11250299,QB,4000,CAR@ATL 09/16/2018 01:00PM ET,CAR,0
WR,D.J. Moore (11250776),D.J. Moore,11250776,WR/FLEX,4000,CAR@ATL 09/16/2018 01:00PM ET,CAR,0.3
TE,Jack Doyle (11250098),Jack Doyle,11250098,TE/FLEX,4000,IND@WAS 09/16/2018 01:00PM ET,IND,12
WR,Josh Doctson (11250280),Josh Doctson,11250280,WR/FLEX,4000,IND@WAS 09/16/2018 01:00PM ET,WAS,2.1
QB,Joe Webb III (11249941),Joe Webb III,11249941,QB,4000,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
RB,D'Onta Foreman (11250724),D'Onta Foreman,11250724,RB/FLEX,4000,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
QB,Nate Sudfeld (11250481),Nate Sudfeld,11250481,QB,4000,PHI@TB 09/16/2018 01:00PM ET,PHI,0
RB,Peyton Barber (11250581),Peyton Barber,11250581,RB/FLEX,4000,PHI@TB 09/16/2018 01:00PM ET,TB,6.9
QB,Joshua Dobbs (11250564),Joshua Dobbs,11250564,QB,4000,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Jermaine Kearse (11250052),Jermaine Kearse,11250052,WR/FLEX,4000,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,0
QB,David Fales (11250160),David Fales,11250160,QB,4000,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
QB,Luke Falk (11250610),Luke Falk,11250610,QB,4000,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
QB,Kyle Sloter (11250453),Kyle Sloter,11250453,QB,4000,MIN@GB 09/16/2018 01:00PM ET,MIN,0
QB,Tim Boyle (11250569),Tim Boyle,11250569,QB,4000,MIN@GB 09/16/2018 01:00PM ET,GB,0
QB,Drew Stanton (11249900),Drew Stanton,11249900,QB,4000,CLE@NO 09/16/2018 01:00PM ET,CLE,0
QB,Taysom Hill (11250128),Taysom Hill,11250128,QB,4000,CLE@NO 09/16/2018 01:00PM ET,NO,0
RB,Theo Riddick (11250150),Theo Riddick,11250150,RB/FLEX,4000,DET@SF 09/16/2018 04:05PM ET,DET,8.5
WR,Dante Pettis (11250738),Dante Pettis,11250738,WR/FLEX,4000,DET@SF 09/16/2018 04:05PM ET,SF,14.1
QB,Brandon Allen (11250318),Brandon Allen,11250318,QB,4000,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
QB,Cody Kessler (11250278),Cody Kessler,11250278,QB,4000,NE@JAX 09/16/2018 04:25PM ET,JAX,0
RB,Rod Smith (11250203),Rod Smith,11250203,RB/FLEX,4000,NYG@DAL 09/16/2018 08:20PM ET,DAL,0.5
QB,Alex Tanney (11250398),Alex Tanney,11250398,QB,4000,NYG@DAL 09/16/2018 08:20PM ET,NYG,0
QB,Mike White (11250570),Mike White,11250570,QB,4000,NYG@DAL 09/16/2018 08:20PM ET,DAL,0
QB,Kyle Lauletta (11250631),Kyle Lauletta,11250631,QB,4000,NYG@DAL 09/16/2018 08:20PM ET,NYG,0
RB,C.J. Anderson (11250364),C.J. Anderson,11250364,RB/FLEX,3900,CAR@ATL 09/16/2018 01:00PM ET,CAR,3.5
RB,Alfred Blue (11250164),Alfred Blue,11250164,RB/FLEX,3900,HOU@TEN 09/16/2018 01:00PM ET,HOU,9.6
WR,Mike Wallace (11249981),Mike Wallace,11249981,WR/FLEX,3900,PHI@TB 09/16/2018 01:00PM ET,PHI,0
RB,Ronald Jones II (11250783),Ronald Jones II,11250783,RB/FLEX,3900,PHI@TB 09/16/2018 01:00PM ET,TB,0
RB,Frank Gore (11249888),Frank Gore,11249888,RB/FLEX,3900,MIA@NYJ 09/16/2018 01:00PM ET,MIA,6.1
WR,Jakeem Grant (11250329),Jakeem Grant,11250329,WR/FLEX,3900,MIA@NYJ 09/16/2018 01:00PM ET,MIA,14.8
WR,Trent Taylor (11250550),Trent Taylor,11250550,WR/FLEX,3900,DET@SF 09/16/2018 04:05PM ET,SF,6.8
RB,Doug Martin (11249991),Doug Martin,11249991,RB/FLEX,3900,OAK@DEN 09/16/2018 04:25PM ET,OAK,3.7
RB,Wayne Gallman Jr. (11250546),Wayne Gallman Jr.,11250546,RB/FLEX,3900,NYG@DAL 09/16/2018 08:20PM ET,NYG,2.8
WR,Taylor Gabriel (11250632),Taylor Gabriel,11250632,WR/FLEX,3900,SEA@CHI 09/17/2018 08:15PM ET,CHI,7.5
WR,Jarius Wright (11250079),Jarius Wright,11250079,WR/FLEX,3800,CAR@ATL 09/16/2018 01:00PM ET,CAR,5.3
WR,Bruce Ellington (11250323),Bruce Ellington,11250323,WR/FLEX,3800,HOU@TEN 09/16/2018 01:00PM ET,HOU,13.7
WR,James Washington (11250722),James Washington,11250722,WR/FLEX,3800,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Zay Jones (11250591),Zay Jones,11250591,WR/FLEX,3800,LAC@BUF 09/16/2018 01:00PM ET,BUF,5.6
WR,Geronimo Allison (11250658),Geronimo Allison,11250658,WR/FLEX,3800,MIN@GB 09/16/2018 01:00PM ET,GB,17.9
RB,Jonathan Williams (11250458),Jonathan Williams,11250458,RB/FLEX,3800,CLE@NO 09/16/2018 01:00PM ET,NO,0
RB,Nick Chubb (11250676),Nick Chubb,11250676,RB/FLEX,3800,CLE@NO 09/16/2018 01:00PM ET,CLE,2.1
TE,George Kittle (11250542),George Kittle,11250542,TE/FLEX,3800,DET@SF 09/16/2018 04:05PM ET,SF,14
WR,Brandon LaFell (11249951),Brandon LaFell,11249951,WR/FLEX,3800,OAK@DEN 09/16/2018 04:25PM ET,OAK,0
WR,Allen Hurns (11250170),Allen Hurns,11250170,WR/FLEX,3800,NYG@DAL 09/16/2018 08:20PM ET,DAL,3
WR,Calvin Ridley (11250795),Calvin Ridley,11250795,WR/FLEX,3700,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
WR,Terrelle Pryor (11250048),Terrelle Pryor,11250048,WR/FLEX,3700,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,7.9
WR,Albert Wilson (11250222),Albert Wilson,11250222,WR/FLEX,3700,MIA@NYJ 09/16/2018 01:00PM ET,MIA,6.8
WR,Mike Williams (11250548),Mike Williams,11250548,WR/FLEX,3700,LAC@BUF 09/16/2018 01:00PM ET,LAC,13.1
RB,Ty Montgomery (11250295),Ty Montgomery,11250295,RB/FLEX,3700,MIN@GB 09/16/2018 01:00PM ET,GB,4.8
DST,Rams  (11249867),Rams ,11249867,DST,3700,ARI@LAR 09/16/2018 04:05PM ET,LAR,17
WR,Donte Moncrief (11250358),Donte Moncrief,11250358,WR/FLEX,3700,NE@JAX 09/16/2018 04:25PM ET,JAX,2.4
RB,Devontae Booker (11250538),Devontae Booker,11250538,RB/FLEX,3700,OAK@DEN 09/16/2018 04:25PM ET,DEN,3.5
RB,Jonathan Stewart (11249939),Jonathan Stewart,11249939,RB/FLEX,3700,NYG@DAL 09/16/2018 08:20PM ET,NYG,0.8
WR,Michael Gallup (11250799),Michael Gallup,11250799,WR/FLEX,3700,NYG@DAL 09/16/2018 08:20PM ET,DAL,1.9
WR,Anthony Miller (11250604),Anthony Miller,11250604,WR/FLEX,3700,SEA@CHI 09/17/2018 08:15PM ET,CHI,3.4
WR,Curtis Samuel (11250660),Curtis Samuel,11250660,WR/FLEX,3600,CAR@ATL 09/16/2018 01:00PM ET,CAR,0
WR,Taywan Taylor (11250621),Taywan Taylor,11250621,WR/FLEX,3600,HOU@TEN 09/16/2018 01:00PM ET,TEN,0
DST,Chargers  (11249877),Chargers ,11249877,DST,3600,LAC@BUF 09/16/2018 01:00PM ET,LAC,-3
WR,Travis Benjamin (11250075),Travis Benjamin,11250075,WR/FLEX,3600,LAC@BUF 09/16/2018 01:00PM ET,LAC,3
RB,Alfred Morris (11249993),Alfred Morris,11249993,RB/FLEX,3600,DET@SF 09/16/2018 04:05PM ET,SF,2.8
RB,Ameer Abdullah (11250271),Ameer Abdullah,11250271,RB/FLEX,3600,DET@SF 09/16/2018 04:05PM ET,DET,0
WR,Christian Kirk (11250766),Christian Kirk,11250766,WR/FLEX,3600,ARI@LAR 09/16/2018 04:05PM ET,ARI,1.4
TE,Jared Cook (11249942),Jared Cook,11249942,TE/FLEX,3600,OAK@DEN 09/16/2018 04:25PM ET,OAK,30
WR,Deonte Thompson (11249999),Deonte Thompson,11249999,WR/FLEX,3600,NYG@DAL 09/16/2018 08:20PM ET,DAL,5.7
WR,Torrey Smith (11250006),Torrey Smith,11250006,WR/FLEX,3500,CAR@ATL 09/16/2018 01:00PM ET,CAR,2.5
RB,Rob Kelley (11250314),Rob Kelley,11250314,RB/FLEX,3500,IND@WAS 09/16/2018 01:00PM ET,WAS,0.7
TE,Eric Ebron (11250339),Eric Ebron,11250339,TE/FLEX,3500,IND@WAS 09/16/2018 01:00PM ET,IND,15.1
RB,Samaje Perine (11250654),Samaje Perine,11250654,RB/FLEX,3500,IND@WAS 09/16/2018 01:00PM ET,WAS,0
RB,Jacquizz Rodgers (11250050),Jacquizz Rodgers,11250050,RB/FLEX,3500,PHI@TB 09/16/2018 01:00PM ET,TB,1.3
RB,Corey Clement (11250575),Corey Clement,11250575,RB/FLEX,3500,PHI@TB 09/16/2018 01:00PM ET,PHI,2.6
RB,Stevan Ridley (11249989),Stevan Ridley,11249989,RB/FLEX,3500,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Jeremy Kerley (11250013),Jeremy Kerley,11250013,WR/FLEX,3500,LAC@BUF 09/16/2018 01:00PM ET,BUF,2.7
RB,Shane Vereen (11250022),Shane Vereen,11250022,RB/FLEX,3500,CLE@NO 09/16/2018 01:00PM ET,NO,0
RB,Malcolm Brown (11250319),Malcolm Brown,11250319,RB/FLEX,3500,ARI@LAR 09/16/2018 04:05PM ET,LAR,4.3
RB,T.J. Logan (11250523),T.J. Logan,11250523,RB/FLEX,3500,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
WR,Courtland Sutton (11250748),Courtland Sutton,11250748,WR/FLEX,3500,OAK@DEN 09/16/2018 04:25PM ET,DEN,6.5
WR,Tavon Austin (11250161),Tavon Austin,11250161,WR/FLEX,3500,NYG@DAL 09/16/2018 08:20PM ET,DAL,0.1
WR,Jaron Brown (11250068),Jaron Brown,11250068,WR/FLEX,3500,SEA@CHI 09/17/2018 08:15PM ET,SEA,1.7
DST,Eagles  (11249874),Eagles ,11249874,DST,3400,PHI@TB 09/16/2018 01:00PM ET,PHI,10
WR,Adam Humphries (11250302),Adam Humphries,11250302,WR/FLEX,3400,PHI@TB 09/16/2018 01:00PM ET,TB,5.7
TE,Benjamin Watson (11249918),Benjamin Watson,11249918,TE/FLEX,3400,CLE@NO 09/16/2018 01:00PM ET,NO,8.4
WR,Tre'Quan Smith (11250744),Tre'Quan Smith,11250744,WR/FLEX,3400,CLE@NO 09/16/2018 01:00PM ET,NO,0
WR,Cordarrelle Patterson (11250431),Cordarrelle Patterson,11250431,WR/FLEX,3400,NE@JAX 09/16/2018 04:25PM ET,NE,2.9
RB,Jalen Richard (11250451),Jalen Richard,11250451,RB/FLEX,3400,OAK@DEN 09/16/2018 04:25PM ET,OAK,16.9
WR,Terrance Williams (11250054),Terrance Williams,11250054,WR/FLEX,3400,NYG@DAL 09/16/2018 08:20PM ET,DAL,1.6
RB,Benny Cunningham (11250118),Benny Cunningham,11250118,RB/FLEX,3400,SEA@CHI 09/17/2018 08:15PM ET,CHI,0
RB,J.D. McKissic (11250379),J.D. McKissic,11250379,RB/FLEX,3400,SEA@CHI 09/17/2018 08:15PM ET,SEA,0
TE,Vernon Davis (11249898),Vernon Davis,11249898,TE/FLEX,3300,IND@WAS 09/16/2018 01:00PM ET,WAS,1.9
WR,Chester Rogers (11250500),Chester Rogers,11250500,WR/FLEX,3300,IND@WAS 09/16/2018 01:00PM ET,IND,4.8
WR,Tajae Sharpe (11250502),Tajae Sharpe,11250502,WR/FLEX,3300,HOU@TEN 09/16/2018 01:00PM ET,TEN,2.7
WR,Chris Conley (11250275),Chris Conley,11250275,WR/FLEX,3300,KC@PIT 09/16/2018 01:00PM ET,KC,2.5
WR,De'Anthony Thomas (11250371),De'Anthony Thomas,11250371,WR/FLEX,3300,KC@PIT 09/16/2018 01:00PM ET,KC,7.1
RB,Kalen Ballage (11250652),Kalen Ballage,11250652,RB/FLEX,3300,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
WR,Laquon Treadwell (11250600),Laquon Treadwell,11250600,WR/FLEX,3300,MIN@GB 09/16/2018 01:00PM ET,MIN,3.8
RB,Mike Gillislee (11250144),Mike Gillislee,11250144,RB/FLEX,3300,CLE@NO 09/16/2018 01:00PM ET,NO,-0.1
WR,J.J. Nelson (11250236),J.J. Nelson,11250236,WR/FLEX,3300,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
RB,Jeremy Hill (11250406),Jeremy Hill,11250406,RB/FLEX,3300,NE@JAX 09/16/2018 04:25PM ET,NE,4.1
DST,Broncos  (11249860),Broncos ,11249860,DST,3300,OAK@DEN 09/16/2018 04:25PM ET,DEN,12
TE,Will Dissly (11250736),Will Dissly,11250736,TE/FLEX,3300,SEA@CHI 09/17/2018 08:15PM ET,SEA,22.5
RB,Christine Michael (11250154),Christine Michael,11250154,RB/FLEX,3200,IND@WAS 09/16/2018 01:00PM ET,IND,0.9
WR,Keke Coutee (11250791),Keke Coutee,11250791,WR/FLEX,3200,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
TE,O.J. Howard (11250536),O.J. Howard,11250536,TE/FLEX,3200,PHI@TB 09/16/2018 01:00PM ET,TB,7.4
WR,Andre Holmes (11250239),Andre Holmes,11250239,WR/FLEX,3200,LAC@BUF 09/16/2018 01:00PM ET,BUF,2.4
DST,Saints  (11249871),Saints ,11249871,DST,3200,CLE@NO 09/16/2018 01:00PM ET,NO,-4
WR,Austin Carr (11250447),Austin Carr,11250447,WR/FLEX,3200,CLE@NO 09/16/2018 01:00PM ET,NO,4
RB,Kyle Juszczyk (11250122),Kyle Juszczyk,11250122,RB/FLEX,3200,DET@SF 09/16/2018 04:05PM ET,SF,6.6
WR,TJ Jones (11250184),TJ Jones,11250184,WR/FLEX,3200,DET@SF 09/16/2018 04:05PM ET,DET,1.6
WR,Chad Williams (11250640),Chad Williams,11250640,WR/FLEX,3200,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
TE,Austin Seferian-Jenkins (11250286),Austin Seferian-Jenkins,11250286,TE/FLEX,3200,NE@JAX 09/16/2018 04:25PM ET,JAX,5.5
TE,Jonnu Smith (11250577),Jonnu Smith,11250577,TE/FLEX,3100,HOU@TEN 09/16/2018 01:00PM ET,TEN,2.2
WR,Darrius Heyward-Bey (11249933),Darrius Heyward-Bey,11249933,WR/FLEX,3100,KC@PIT 09/16/2018 01:00PM ET,PIT,0
TE,Vance McDonald (11250106),Vance McDonald,11250106,TE/FLEX,3100,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Demarcus Robinson (11250512),Demarcus Robinson,11250512,WR/FLEX,3100,KC@PIT 09/16/2018 01:00PM ET,KC,0
DST,Dolphins  (11249868),Dolphins ,11249868,DST,3100,MIA@NYJ 09/16/2018 01:00PM ET,MIA,13
TE,Charles Clay (11250017),Charles Clay,11250017,TE/FLEX,3100,LAC@BUF 09/16/2018 01:00PM ET,BUF,0
WR,Cody Latimer (11250383),Cody Latimer,11250383,WR/FLEX,3100,NYG@DAL 09/16/2018 08:20PM ET,NYG,0
RB,C.J. Prosise (11250494),C.J. Prosise,11250494,RB/FLEX,3100,SEA@CHI 09/17/2018 08:15PM ET,SEA,0
WR,Justin Hardy (11250234),Justin Hardy,11250234,WR/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
WR,Damiere Byrd (11250321),Damiere Byrd,11250321,WR/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,CAR,0
